Study ID,Study,Year,r,z,N,v,Appraisal,Emotion,country,female,age,remarks,Dissertation,exp,included
18,Zheng et al. (Hangzhou sample),2019,0.365,0.382642354,438,0.002298851,certainty,love,Hangzhou,0.502,,,no,no,yes
18,Zheng et al. (Hangzhou sample),2019,0.415,0.441636481,438,0.002298851,coping potential,love,Hangzhou,0.502,,,no,no,yes
18,Zheng et al. (Hangzhou sample),2019,0.39,0.411800034,438,0.002298851,fairness,love,Hangzhou,0.502,,,no,no,yes
18,Zheng et al. (Hangzhou sample),2019,0.735,0.939516433,438,0.002298851,motivational congruence,love,Hangzhou,0.502,,"""outcome desirability"" in study. Renamed to ""motivational congruence"". Outcome desirability is a fundamental dimension based on an initial assessment of whether an outcome is positive or negative (Watson & Spence, 2007). In line with the cost-benefit model, it is believed that residents emotions are influenced by the appraisal of person-environment relationships (Lazarus, 1991) as well as the consistency of personal motivation.",no,no,yes
18,Zheng et al. (Hangzhou sample),2019,0.068,0.068105102,438,0.002298851,certainty,worry,Hangzhou,0.502,,,no,no,yes
18,Zheng et al. (Hangzhou sample),2019,-0.423,-0.451340166,438,0.002298851,coping potential,worry,Hangzhou,0.502,,,no,no,yes
18,Zheng et al. (Hangzhou sample),2019,-0.075,-0.075141102,438,0.002298851,fairness,worry,Hangzhou,0.502,,,no,no,yes
18,Zheng et al. (Hangzhou sample),2019,-0.229,-0.233133868,438,0.002298851,motivational congruence,worry,Hangzhou,0.502,,"""outcome desirability"" in study. Renamed to ""motivational congruence"". Outcome desirability is a fundamental dimension based on an initial assessment of whether an outcome is positive or negative (Watson & Spence, 2007). In line with the cost-benefit model, it is believed that residents emotions are influenced by the appraisal of person-environment relationships (Lazarus, 1991) as well as the consistency of personal motivation.",no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.088,-0.088228219,435,0.002314815,certainty,anger,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.291,-0.299658432,435,0.002314815,coping potential,anger,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.325,-0.337227524,435,0.002314815,motivational congruence,anger,Yangshuo,0.485,,"""outcome desirability"" in study. Renamed to ""motivational congruence"". Outcome desirability is a fundamental dimension based on an initial assessment of whether an outcome is positive or negative (Watson & Spence, 2007). In line with the cost-benefit model, it is believed that residents emotions are influenced by the appraisal of person-environment relationships (Lazarus, 1991) as well as the consistency of personal motivation.",no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.676,-0.821710883,435,0.002314815,unfairness (reversed),anger,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.381,0.40122894,435,0.002314815,certainty,embrace,Yangshuo,0.485,,This does not count as an emotion because it is conceptualised as 'resident intentional behaviours'. ,no,no,no
19,Zheng et al. (Yangshuo sample),2019,0.339,0.352962253,435,0.002314815,coping potential,embrace,Yangshuo,0.485,,This does not count as an emotion because it is conceptualised as 'resident intentional behaviours'. ,no,no,no
19,Zheng et al. (Yangshuo sample),2019,0.414,0.440429028,435,0.002314815,fairness,embrace,Yangshuo,0.485,,This does not count as an emotion because it is conceptualised as 'resident intentional behaviours'. ,no,no,no
19,Zheng et al. (Yangshuo sample),2019,0.47,0.510070337,435,0.002314815,outcome desirability,embrace,Yangshuo,0.485,,This does not count as an emotion because it is conceptualised as 'resident intentional behaviours'. ,no,no,no
19,Zheng et al. (Yangshuo sample),2019,0.281,0.288767472,435,0.002314815,certainty,gratitude,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.165,0.166522321,435,0.002314815,coping potential,gratitude,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.269,0.275785504,435,0.002314815,fairness,gratitude,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.456,0.492249491,435,0.002314815,motivational congruence,gratitude,Yangshuo,0.485,,"""outcome desirability"" in study. Renamed to ""motivational congruence"". Outcome desirability is a fundamental dimension based on an initial assessment of whether an outcome is positive or negative (Watson & Spence, 2007). In line with the cost-benefit model, it is believed that residents emotions are influenced by the appraisal of person-environment relationships (Lazarus, 1991) as well as the consistency of personal motivation.",no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.301,0.310618868,435,0.002314815,certainty,joy,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.318,0.329420529,435,0.002314815,coping potential,joy,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.485,0.529501575,435,0.002314815,fairness,joy,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.557,0.628473201,435,0.002314815,motivational congruence,joy,Yangshuo,0.485,,"""outcome desirability"" in study. Renamed to ""motivational congruence"". Outcome desirability is a fundamental dimension based on an initial assessment of whether an outcome is positive or negative (Watson & Spence, 2007). In line with the cost-benefit model, it is believed that residents emotions are influenced by the appraisal of person-environment relationships (Lazarus, 1991) as well as the consistency of personal motivation.",no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.275,0.282264901,435,0.002314815,certainty,love,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.281,0.288767472,435,0.002314815,coping potential,love,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.412,0.438017735,435,0.002314815,fairness,love,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,0.526,0.584598945,435,0.002314815,motivational congruence,love,Yangshuo,0.485,,"""outcome desirability"" in study. Renamed to ""motivational congruence"". Outcome desirability is a fundamental dimension based on an initial assessment of whether an outcome is positive or negative (Watson & Spence, 2007). In line with the cost-benefit model, it is believed that residents emotions are influenced by the appraisal of person-environment relationships (Lazarus, 1991) as well as the consistency of personal motivation.",no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.09,-0.090244188,435,0.002314815,certainty,worry,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.542,-0.606983185,435,0.002314815,coping potential,worry,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.395,-0.417710618,435,0.002314815,fairness,worry,Yangshuo,0.485,,,no,no,yes
19,Zheng et al. (Yangshuo sample),2019,-0.248,-0.253280612,435,0.002314815,motivational congruence,worry,Yangshuo,0.485,,"""outcome desirability"" in study. Renamed to ""motivational congruence"". Outcome desirability is a fundamental dimension based on an initial assessment of whether an outcome is positive or negative (Watson & Spence, 2007). In line with the cost-benefit model, it is believed that residents emotions are influenced by the appraisal of person-environment relationships (Lazarus, 1991) as well as the consistency of personal motivation.",no,no,yes
20,Allred (Study 1),1996,0.31,0.320545409,155,0.006578947,other-responsibility,anger,US,0.42,,,yes,no,yes
21,Allred (Study 2; accounting),1996,-0.2,-0.202732554,99,0.010416667,benefit,anger,US,0.41,,,yes,no,yes
21,Allred (Study 2; accounting),1996,-0.17,-0.171666664,99,0.010416667,norm violation (reversed),anger,US,0.41,,"""norm violation"" reverse-coded to merge with normative significance (external)",yes,no,yes
21,Allred (Study 2; accounting),1996,0.62,0.725005088,99,0.010416667,other-responsibility,anger,US,0.41,,,yes,no,yes
22,Allred (Study 2; aerospace),1996,0.08,0.080171325,74,0.014084507,benefit,anger,US,0.19,,,yes,no,yes
22,Allred (Study 2; aerospace),1996,-0.15,-0.151140436,74,0.014084507,norm violation (reversed),anger,US,0.19,,"""norm violation"" reverse-coded to merge with normative significance (external)",yes,no,yes
22,Allred (Study 2; aerospace),1996,0.8,1.098612289,74,0.014084507,other-responsibility,anger,US,0.19,,,yes,no,yes
23,Alston,2017,0.403,0.427225483,51,0.020833333,self-blame,confusion,US,0.82,,,yes,no,yes
23,Alston,2017,-0.38,-0.40005965,51,0.020833333,coping potential,fear,US,0.82,,,yes,no,yes
23,Alston,2017,-0.312,-0.322759566,51,0.020833333,goal congruence,fear,US,0.82,,,yes,no,yes
23,Alston,2017,-0.245,-0.25008653,51,0.020833333,goal congruence,frustration,US,0.82,,,yes,no,yes
23,Alston,2017,0.364,0.381489138,51,0.020833333,self-blame,frustration,US,0.82,,,yes,no,yes
24,Antonetti & Maklan (study 1),2016,0.2,0.202732554,212,0.004784689,other-blame,anger,,0.54,,,no,no,yes
24,Antonetti & Maklan (study 1),2016,-0.45,-0.484700279,212,0.004784689,unfairness (reversed),anger,,0.54,,,no,no,yes
25,Antonetti & Maklan (study 2),2016,0.38,0.40005965,382,0.002638522,other-blame,anger,,0.47,,,no,no,yes
25,Antonetti & Maklan (study 2),2016,-0.68,-0.829114038,382,0.002638522,unfairness (reversed),anger,,0.47,,,no,no,yes
26,Antonetti & Maklan (study 4),2014,0.178,0.179916485,216,0.004694836,intentionality,guilt,US,,,,no,no,yes
26,Antonetti & Maklan (study 4),2014,0.257,0.262893582,216,0.004694836,self-responsibility,guilt,US,,,,no,no,yes
26,Antonetti & Maklan (study 4),2014,0.035,0.035014302,216,0.004694836,intentionality,pride,US,,,,no,no,yes
26,Antonetti & Maklan (study 4),2014,0.316,0.327197097,216,0.004694836,self-responsibility,pride,US,,,,no,no,yes
27,Shiota et al. (study 3),2007,-0.01,-0.010000333,88,0.011764706,self-concept,awe,US,0.68,22.7,"excluded because ""self-concept"" is measured using trait measures about an individual rather than appraising a specific event.",no,no,no
27,Shiota et al. (study 3),2007,-0.13,-0.13073985,88,0.011764706,self-concept,joy,US,0.68,22.7,"excluded because ""self-concept"" is measured using trait measures about an individual rather than appraising a specific event.",no,no,no
27,Shiota et al. (study 3),2007,0.05,0.050041729,88,0.011764706,self-concept,pride,US,0.68,22.7,"excluded because ""self-concept"" is measured using trait measures about an individual rather than appraising a specific event.",no,no,no
28,Zickfeld et al.,2019,0.38,0.40005965,3542,0.000282566,valence,warmth,19 countries,0.665278,26.79,excluded because 'warmth' is conceptualised as a bodily sensation ('warmth in the chest'),no,no,no
29,Zhou,2006,0.14,0.140925576,330,0.003058104,threat,anger,China,0.529,11.6,excluded because of trait measures,yes,no,no
29,Zhou,2006,0.31,0.320545409,330,0.003058104,threat,fear,China,0.529,11.6,excluded because of trait measures,yes,no,no
30,Zheng,2012,0.13,0.13073985,293,0.003448276,other-responsibility,fear,China,0.515,19.94,,yes,no,yes
30,Zheng,2012,-0.51,-0.562729769,293,0.003448276,other-responsibility,pity,China,0.515,19.94,,yes,no,yes
31,Winter,2001,0.11,0.110446916,204,0.004975124,loss,anger,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.25,-0.255412812,204,0.004975124,optimism,anger,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.36,0.376885901,204,0.004975124,other-blame,anger,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.04,-0.040021354,204,0.004975124,self-blame,anger,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.08,0.080171325,204,0.004975124,threat,anger,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.18,0.181982689,204,0.004975124,loss,fear,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.09,-0.090244188,204,0.004975124,optimism,fear,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.16,0.161386696,204,0.004975124,other-blame,fear,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.28,0.287682072,204,0.004975124,self-blame,fear,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.4,0.42364893,204,0.004975124,threat,fear,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.13,0.13073985,204,0.004975124,loss,guilt,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.02,0.020002667,204,0.004975124,optimism,guilt,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.06,-0.060072156,204,0.004975124,other-blame,guilt,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.36,0.376885901,204,0.004975124,self-blame,guilt,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.15,0.151140436,204,0.004975124,threat,guilt,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.08,-0.080171325,204,0.004975124,loss,hope,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.07,0.070114671,204,0.004975124,optimism,hope,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.21,0.213171347,204,0.004975124,other-blame,hope,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.15,-0.151140436,204,0.004975124,self-blame,hope,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0,0,204,0.004975124,threat,hope,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.05,-0.050041729,204,0.004975124,loss,joy,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.11,0.110446916,204,0.004975124,optimism,joy,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.11,-0.110446916,204,0.004975124,other-blame,joy,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.07,-0.070114671,204,0.004975124,self-blame,joy,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.05,-0.050041729,204,0.004975124,threat,joy,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.17,0.171666664,204,0.004975124,loss,sadness,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,-0.09,-0.090244188,204,0.004975124,optimism,sadness,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.16,0.161386696,204,0.004975124,other-blame,sadness,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.22,0.223656109,204,0.004975124,self-blame,sadness,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
31,Winter,2001,0.28,0.287682072,204,0.004975124,threat,sadness,Canada,0.68137,19.8,interpersonal situation chosen,yes,no,yes
32,Horiuchi,2015,0.39,0.411800034,328,0.003076923,control,joy,Japan,0.4994,20.09,excluded due to trait measure of subjective happiness,no,no,no
32,Horiuchi,2015,-0.24,-0.244774113,328,0.003076923,threat,joy,Japan,0.4994,20.09,excluded due to trait measure of subjective happiness,no,no,no
33,Waibel-Duncan (adult sample),2000,0.343,0.357488589,109,0.009433962,danger,anxiety,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.074,0.07413552,109,0.009433962,motivational congruence,anxiety,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.17,0.171666664,109,0.009433962,motivational relevance,anxiety,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,-0.265,-0.271478451,109,0.009433962,problem-focused coping potential,anxiety,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.308,0.318334288,109,0.009433962,future expectancy,gladness,US,,,"""expectancy"" in study. Renamed to ""future expectancy""",no,no,yes
33,Waibel-Duncan (adult sample),2000,0.283,0.290940262,109,0.009433962,motivational congruence,gladness,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.298,0.307323247,109,0.009433962,motivational relevance,gladness,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.1,0.100335348,109,0.009433962,optimism,gladness,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.091,0.091252446,109,0.009433962,problem-focused coping potential,gladness,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.08,0.080171325,109,0.009433962,future expectancy,sadness,US,,,"""expectancy"" in study. Renamed to ""future expectancy""",no,no,yes
33,Waibel-Duncan (adult sample),2000,0.181,0.183016366,109,0.009433962,motivational congruence,sadness,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.084,0.084198409,109,0.009433962,motivational relevance,sadness,US,,,,no,no,yes
33,Waibel-Duncan (adult sample),2000,0.188,0.19026308,109,0.009433962,problem-focused coping potential,sadness,US,,,,no,no,yes
34,Waibel-Duncan (child sample),2000,0.104,0.104377407,47,0.022727273,danger,anxiety,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,-0.206,-0.208990458,47,0.022727273,motivational congruence,anxiety,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,-0.416,-0.442845146,47,0.022727273,motivational relevance,anxiety,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,-0.299,-0.308421065,47,0.022727273,problem-focused coping potential,anxiety,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,0.508,0.560030416,47,0.022727273,future expectancy,gladness,US,1,,"""expectancy"" in study. Renamed to ""future expectancy""",no,no,yes
34,Waibel-Duncan (child sample),2000,0.468,0.50750636,47,0.022727273,motivational congruence,gladness,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,0.429,0.458670484,47,0.022727273,motivational relevance,gladness,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,0.514,0.568150905,47,0.022727273,optimism,gladness,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,0.205,0.207946366,47,0.022727273,problem-focused coping potential,gladness,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,-0.197,-0.199609496,47,0.022727273,future expectancy,sadness,US,1,,"""expectancy"" in study. Renamed to ""future expectancy""",no,no,yes
34,Waibel-Duncan (child sample),2000,-0.122,-0.122610746,47,0.022727273,motivational congruence,sadness,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,-0.064,-0.064087597,47,0.022727273,motivational relevance,sadness,US,1,,,no,no,yes
34,Waibel-Duncan (child sample),2000,-0.278,-0.285513248,47,0.022727273,problem-focused coping potential,sadness,US,1,,,no,no,yes
35,Uthis,2000,0.01,0.010000333,145,0.007042254,challenge,stress,Thai,0.703,47.2,excluded because stress is not considered a specific emotion,yes,no,no
35,Uthis,2000,-0.06,-0.060072156,145,0.007042254,harm,stress,Thai,0.703,47.2,excluded because stress is not considered a specific emotion,yes,no,no
35,Uthis,2000,0.04,0.040021354,145,0.007042254,threat,stress,Thai,0.703,47.2,excluded because stress is not considered a specific emotion,yes,no,no
36,Tze & Li (Grade 4 sample),2021,-0.49,-0.536060337,280805,3.56E-06,control-self,boredom,multiple countries,0.49,9.5,,no,no,yes
36,Tze & Li (Grade 4 sample),2021,-0.48,-0.522984278,280805,3.56E-06,value,boredom,multiple countries,0.49,9.5,,no,no,yes
36,Tze & Li (Grade 4 sample),2021,0.35,0.365443754,280805,3.56E-06,control-self,enjoyment,multiple countries,0.49,9.5,,no,no,yes
36,Tze & Li (Grade 4 sample),2021,0.68,0.829114038,280805,3.56E-06,value,enjoyment,multiple countries,0.49,9.5,,no,no,yes
37,Tze & Li (Grade 8 sample),2021,-0.47,-0.510070337,228116,4.38E-06,control-self,boredom,multiple countries,0.5,13.5,,no,no,yes
37,Tze & Li (Grade 8 sample),2021,-0.47,-0.510070337,228116,4.38E-06,value,boredom,multiple countries,0.5,13.5,,no,no,yes
37,Tze & Li (Grade 8 sample),2021,0.34,0.354092529,228116,4.38E-06,control-self,enjoyment,multiple countries,0.5,13.5,,no,no,yes
37,Tze & Li (Grade 8 sample),2021,0.72,0.907644983,228116,4.38E-06,value,enjoyment,multiple countries,0.5,13.5,,no,no,yes
38,Tyson,2003,0.041,0.041022997,90,0.011494253,emotion-focused coping potential,anxiety,US,1,31.38,excluded because coping styles were assessed instead of coping potential,no,no,no
38,Tyson,2003,0.228,0.232078779,90,0.011494253,problem-focused coping potential,anxiety,US,1,31.38,excluded because coping styles were assessed instead of coping potential,no,no,no
38,Tyson,2003,-0.055,-0.055055559,89,0.011627907,emotion-focused coping potential,depression,US,1,31.38,excluded because depression is not considered as a specific emotion; excluded because coping styles were assessed instead of coping potential,no,no,no
38,Tyson,2003,0.193,0.195451377,89,0.011627907,problem-focused coping potential,depression,US,1,31.38,excluded because depression is not considered as a specific emotion; excluded because coping styles were assessed instead of coping potential,no,no,no
39,Tuncel,2008,-0.33,-0.342828254,230,0.004405286,certainty,fear,US,0.5,20.46,,yes,no,yes
39,Tuncel,2008,-0.06,-0.060072156,230,0.004405286,future expectancy,fear,US,0.5,20.46,"""expectancy"" in study. Renamed to ""future expectancy""",yes,no,yes
39,Tuncel,2008,-0.07,-0.070114671,230,0.004405286,goal conduciveness,fear,US,0.5,20.46,,yes,no,yes
40,Tschann et al.,2009,0.42,0.447692024,150,0.006802721,threat,stress,US,0.52,18.2,excluded because stress is not considered a specific emotion,no,no,no
41,Tschann et al.,2002,0.43,0.459896681,150,0.006802721,threat,stress,US,0.46,13.6,excluded because stress is not considered a specific emotion,no,no,no
42,Tsay,1998,-0.05,-0.050041729,152,0.006711409,control,stress,US,0.316,34.7,excluded because stress is not considered a specific emotion,yes,no,no
42,Tsay,1998,-0.08,-0.080171325,152,0.006711409,problem-focused coping potential,stress,US,0.316,34.7,excluded because stress is not considered a specific emotion,yes,no,no
42,Tsay,1998,0.05,0.050041729,152,0.006711409,self-blame,stress,US,0.316,34.7,excluded because stress is not considered a specific emotion,yes,no,no
43,Truchon et al.,2008,-0.2,-0.202732554,439,0.002293578,challenge,anger,Canada,0.4,38,,no,no,yes
43,Truchon et al.,2008,0.22,0.223656109,439,0.002293578,harm,anger,Canada,0.4,38,,no,no,yes
43,Truchon et al.,2008,0.56,0.632833187,439,0.002293578,threat,anger,Canada,0.4,38,,no,no,yes
43,Truchon et al.,2008,-0.15,-0.151140436,439,0.002293578,challenge,anxiety,Canada,0.4,38,,no,no,yes
43,Truchon et al.,2008,0.2,0.202732554,439,0.002293578,harm,anxiety,Canada,0.4,38,,no,no,yes
43,Truchon et al.,2008,0.62,0.725005088,439,0.002293578,threat,anxiety,Canada,0.4,38,,no,no,yes
43,Truchon et al.,2008,-0.2,-0.202732554,439,0.002293578,challenge,depression,Canada,0.4,38,excluded because depression is not considered as a specific emotion,no,no,no
43,Truchon et al.,2008,0.34,0.354092529,439,0.002293578,harm,depression,Canada,0.4,38,excluded because depression is not considered as a specific emotion,no,no,no
43,Truchon et al.,2008,0.5,0.549306144,439,0.002293578,threat,depression,Canada,0.4,38,excluded because depression is not considered as a specific emotion,no,no,no
45,Trotman et al.,2018,0.01,0.010000333,78,0.013333333,challenge,anger,UK,0,20,,no,no,yes
45,Trotman et al.,2018,0.36,0.376885901,78,0.013333333,threat,anger,UK,0,20,,no,no,yes
45,Trotman et al.,2018,0.52,0.576339755,78,0.013333333,challenge,anxiety,UK,0,20,,no,no,yes
45,Trotman et al.,2018,0.47,0.510070337,78,0.013333333,threat,anxiety,UK,0,20,,no,no,yes
45,Trotman et al.,2018,0.11,0.110446916,78,0.013333333,challenge,excitement,UK,0,20,,no,no,yes
45,Trotman et al.,2018,-0.03,-0.030009005,78,0.013333333,threat,excitement,UK,0,20,,no,no,yes
45,Trotman et al.,2018,-0.06,-0.060072156,78,0.013333333,challenge,joy,UK,0,20,,no,no,yes
45,Trotman et al.,2018,-0.16,-0.161386696,78,0.013333333,threat,joy,UK,0,20,,no,no,yes
45,Trotman et al.,2018,0.003,0.003000009,78,0.013333333,challenge,sadness,UK,0,20,"""dejection"" in this study. Renamed to ""sadness""",no,no,yes
45,Trotman et al.,2018,0.33,0.342828254,78,0.013333333,threat,sadness,UK,0,20,"""dejection"" in this study. Renamed to ""sadness""",no,no,yes
46,Tracy & Robins (study 3),2006,0.02,0.020002667,249,0.004065041,ability,guilt,US,0.64,,Ability not included because it consist of more than one appraisal (stable and uncontrollable),no,no,no
46,Tracy & Robins (study 3),2006,0.13,0.13073985,249,0.004065041,control-self,guilt,US,0.64,,,no,no,yes
46,Tracy & Robins (study 3),2006,0.32,0.331647109,249,0.004065041,effort,guilt,US,0.64,,,no,no,yes
46,Tracy & Robins (study 3),2006,-0.07,-0.070114671,249,0.004065041,external locus,guilt,US,0.64,,"excluded because ""exernal locus"" does not specify whether it is impersonal or other-agency.",no,no,no
46,Tracy & Robins (study 3),2006,0.28,0.287682072,249,0.004065041,internal locus,guilt,US,0.64,,,no,no,yes
46,Tracy & Robins (study 3),2006,0.15,0.151140436,249,0.004065041,ability,shame,US,0.64,,Ability not included because it consist of more than one appraisal (stable and uncontrollable),no,no,no
46,Tracy & Robins (study 3),2006,-0.15,-0.151140436,249,0.004065041,control-self,shame,US,0.64,,,no,no,yes
46,Tracy & Robins (study 3),2006,0.04,0.040021354,249,0.004065041,effort,shame,US,0.64,,,no,no,yes
46,Tracy & Robins (study 3),2006,0,0,249,0.004065041,external locus,shame,US,0.64,,"excluded because ""exernal locus"" does not specify whether it is impersonal or other-agency.",no,no,no
46,Tracy & Robins (study 3),2006,0.12,0.120581028,249,0.004065041,internal locus,shame,US,0.64,,,no,no,yes
47,Tsai (Great Lakes study),2015,-0.7,-0.867300528,732,0.001371742,certainty,anger,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,-0.32,-0.331647109,732,0.001371742,control-other,anger,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,-0.12,-0.120581028,732,0.001371742,control-self,anger,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,0.55,0.618381314,732,0.001371742,importance,anger,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,0.38,0.40005965,732,0.001371742,risk,anger,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,-0.7,-0.867300528,732,0.001371742,certainty,worry,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,-0.24,-0.244774113,732,0.001371742,control-other,worry,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,-0.13,-0.13073985,732,0.001371742,control-self,worry,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,0.57,0.647522845,732,0.001371742,importance,worry,US,0.54,49.27,,yes,no,yes
47,Tsai (Great Lakes study),2015,0.43,0.459896681,732,0.001371742,risk,worry,US,0.54,49.27,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,-0.2,-0.202732554,401,0.002512563,certainty,anger,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,-0.13,-0.13073985,401,0.002512563,control-other,anger,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,0.2,0.202732554,401,0.002512563,control-self,anger,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,0.3,0.309519604,401,0.002512563,importance,anger,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,-0.17,-0.171666664,401,0.002512563,other-responsibility,anger,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,0.31,0.320545409,401,0.002512563,risk,anger,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,-0.4,-0.42364893,401,0.002512563,certainty,worry,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,0.06,0.060072156,401,0.002512563,control-other,worry,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,0.11,0.110446916,401,0.002512563,control-self,worry,US,0.566,51.89,,yes,no,yes
48,Tsai (Watershed study: flood risk path),2015,0.24,0.244774113,401,0.002512563,importance,worry,US,0.566,51.89,,yes,no,yes
